exploration/env_infos/total_distance Max,trainer/Policy log std Max,evaluation/env_infos/final/total_distance Std,trainer/Q2 Predictions Max,exploration/Actions Std,evaluation/Rewards Std,evaluation/env_infos/initial/total_distance Max,evaluation/Returns Mean,evaluation/Rewards Mean,evaluation/num steps total,exploration/env_infos/total_distance Std,time/epoch (s),Epoch,time/logging (s),exploration/Returns Min,exploration/Average Returns,evaluation/env_infos/final/total_distance Mean,exploration/env_infos/final/total_distance Min,trainer/Policy log std Std,evaluation/num paths total,exploration/env_infos/final/total_distance Std,trainer/Q Targets Std,evaluation/env_infos/total_distance Min,exploration/Rewards Std,trainer/Q Targets Max,evaluation/env_infos/total_distance Max,trainer/Policy Loss,exploration/Returns Std,exploration/env_infos/total_distance Mean,exploration/num steps total,evaluation/Returns Max,evaluation/env_infos/total_distance Mean,trainer/Policy mu Std,exploration/path length Std,evaluation/env_infos/initial/total_distance Std,time/data storing (s),trainer/Q2 Predictions Min,exploration/num paths total,exploration/path length Min,exploration/Num Paths,trainer/Q1 Predictions Max,trainer/Q2 Predictions Std,trainer/Q Targets Min,evaluation/Actions Max,evaluation/env_infos/total_distance Std,evaluation/Returns Std,exploration/env_infos/initial/total_distance Mean,time/total (s),exploration/path length Mean,trainer/Log Pis Std,trainer/Q Targets Mean,trainer/QF1 Loss,exploration/Rewards Mean,evaluation/Actions Std,evaluation/Actions Min,time/evaluation sampling (s),trainer/Q1 Predictions Std,time/exploration sampling (s),trainer/Alpha,trainer/Log Pis Max,trainer/Q1 Predictions Min,evaluation/env_infos/initial/total_distance Mean,time/saving (s),exploration/env_infos/initial/total_distance Std,trainer/Alpha Loss,evaluation/Actions Mean,trainer/Policy mu Max,exploration/Actions Min,trainer/Log Pis Min,exploration/Rewards Min,time/training (s),trainer/Policy mu Mean,evaluation/path length Min,exploration/env_infos/initial/total_distance Min,evaluation/env_infos/initial/total_distance Min,exploration/path length Max,trainer/Policy mu Min,evaluation/Num Paths,evaluation/path length Mean,exploration/Returns Max,evaluation/Rewards Min,exploration/env_infos/initial/total_distance Max,evaluation/Rewards Max,evaluation/Returns Min,trainer/Policy log std Min,trainer/Log Pis Mean,evaluation/Average Returns,evaluation/env_infos/final/total_distance Max,exploration/env_infos/final/total_distance Mean,evaluation/env_infos/final/total_distance Min,evaluation/path length Max,trainer/Q2 Predictions Mean,exploration/env_infos/total_distance Min,trainer/Policy log std Mean,exploration/Returns Mean,exploration/Rewards Max,exploration/Actions Mean,evaluation/path length Std,trainer/Q1 Predictions Mean,trainer/QF2 Loss,exploration/env_infos/final/total_distance Max,exploration/Actions Max
1.0463523307565035,0.0025288006,0.07723595736380205,-0.005460205,0.63020307,0.17424058541131013,1.1157707924343618,-406.5063249385799,-0.8130126498771597,5000,0.1104833959070514,232.91496462613577,0,0.038129950989969075,-437.12632413534294,-367.70705221375215,0.7796865846670942,0.6490802593394395,0.0012789852,10,0.08978497644043587,0.5803321,0.6138031022375501,0.18691082620662558,4.930329,1.1157707924343618,-3.9461136,69.41927192159076,0.8504160885451015,2000,-284.2724232058734,0.8962660271036573,0.0010320919,0.0,0.06366898232831518,0.006990594032686204,-0.010288399,4,500,2,0.0034083938,0.0009976948,2.056548,0.0017071903,0.09858934291791421,63.470727265656365,0.9857711162915923,257.70889025810175,500.0,0.51670146,3.8810303,15.385482,-0.7354141044275043,0.0011155647,-0.001827602,109.14951434504474,0.0008603475,20.540399492019787,0.9997000694274902,-2.5550857,-4.429766e-05,1.0070862639150486,0.03429499902995303,0.060581214464911215,-0.0,-0.0007984575,0.0016524697,-0.9988863,-5.0569696,-1.0948532000795672,103.14563524501864,-0.0008025651,500,0.925189901826681,0.9006724350718681,500,-0.0019282971,10,500.0,-298.2877802921614,-1.2449444612496037,1.0463523307565035,-0.37675424831644033,-518.7837444631828,-0.0009569758,-3.9540737,-406.5063249385799,0.9218663548859806,0.7388652357798753,0.6138031022375501,500,-0.007855367,0.6490802593394395,0.00028894038,-367.70705221375215,-0.421305183064154,-0.0066450303,0.0,0.0017888041,15.460321,0.8286502122203112,0.998881
1.0895024924315992,-0.11240359,0.09118377325391192,15.886373,0.59173363,0.18789985624951624,1.1153403796577208,-414.6261829741505,-0.829252365948301,10000,0.12251454743381734,234.95754243800184,1,0.03470367600675672,-474.2884882450665,-389.7346634035125,0.7943514250655862,0.639442394582564,0.008185414,20,0.09488232792144097,1.1840245,0.6581206145010565,0.2134110286219177,16.11983,1.1153403796577208,-18.988293,84.55382484155396,0.8743337534798209,3000,-320.26794189054857,0.904667803302776,0.011545878,0.0,0.07217286160390274,0.01289375900523737,11.773368,6,500,2,15.874507,1.175422,11.53639,0.01850327,0.1040602307110204,71.68915206583857,1.0054429291487315,492.6807250441052,500.0,0.24848507,14.891943,0.03702102,-0.7794693268070253,0.011226573,-0.014201151,110.76337109599262,1.1747979,19.12712342297891,0.7405254244804382,-3.3734002,11.778017,1.0153501421235873,0.031067217991221696,0.08405956328286779,-3.0298619270324707,0.0031349945,0.020981679,-0.9969526,-4.709648,-1.187015681014667,104.98838326602709,0.0029468841,500,0.9213833658658637,0.8831522033966933,500,-0.0151941655,10,500.0,-305.1808385619586,-1.2439841624950287,1.0895024924315992,-0.4331227432312483,-517.9369264155445,-0.14325225,-4.0963306,-414.6261829741505,0.939737142797723,0.734324722504005,0.6581206145010565,500,14.893207,0.639442394582564,-0.13046263,-389.7346634035125,-0.4088865759894835,0.0012919012,0.0,14.892751,0.037193045,0.829207050425446,0.99814653
1.0908457418178716,-0.11121624,0.06742057179844434,26.742456,0.5929219,0.155463523616066,1.0665374827063807,-404.20390087912864,-0.8084078017582571,15000,0.09649804844051012,236.2400894620223,2,0.018589327984955162,-463.1454393542938,-442.8102064669925,0.7796447225056269,0.7302488841336987,0.0054207845,30,0.05131760094375132,2.4961686,0.6730339575592426,0.1782991162610703,27.218472,1.0665374827063807,-29.031517,20.335232887301288,0.9361135292159588,4000,-320.7807866077506,0.8948338265994691,0.006677179,0.0,0.04920277084466336,0.0046251940075308084,18.789904,8,500,2,26.741974,2.4769979,18.364113,0.0072044893,0.08763689024382589,47.87503276983363,1.0893722674346766,728.9340158561245,500.0,0.22810687,24.939116,0.025382936,-0.8856204129339846,0.005451621,-0.009641155,106.90616686694557,2.4770565,23.133036398037802,0.5485961437225342,-3.4987829,18.789944,1.0108686662343676,0.014302308030892164,0.001473474383195006,-6.057600021362305,-0.00057260593,0.011046242,-0.9979186,-4.847802,-1.1899444324421826,106.16336936701555,-0.0021614067,500,1.0878987930514816,0.9021221949851402,500,-0.010762563,10,500.0,-422.4749735796912,-1.1375022020176633,1.0908457418178716,-0.45297470802785633,-475.28162598097566,-0.13653317,-4.0944376,-404.20390087912864,0.8873550776991364,0.78156648507745,0.6730339575592426,500,24.940388,0.7302488841336987,-0.1262031,-442.8102064669925,-0.5332634327785121,-0.00051112525,0.0,24.939213,0.025419444,0.8328840860212013,0.99759126
1.1335844059685718,-0.11230611,0.057477992992080805,34.40213,0.5841989,0.16032469097607133,1.090155964407895,-433.66231997977,-0.8673246399595402,20000,0.10217285508658266,236.81144255003892,3,0.02254160400480032,-511.5507506119954,-464.61859511778584,0.802733532149223,0.7584680444125461,0.01232526,40,0.05254644324694535,3.9782398,0.7202262625451997,0.1937674546005888,34.45178,1.090155964407895,-35.615807,46.932155494209525,0.9585394608043154,5000,-347.1066532160658,0.9272240949853614,0.009736382,0.0,0.04725556648528152,0.004064310982357711,21.456888,10,500,2,34.40784,3.9738626,21.347643,0.017770277,0.08706387102649316,41.57810905191641,1.1161646111465764,965.7528281261912,500.0,0.22721443,31.52747,0.016351445,-0.9292371902355715,0.009741353,-0.010742406,105.38364905200433,3.9740946,22.538025974994525,0.4064052999019623,-3.6048365,21.463009,1.0464975479414034,0.017136735026724637,0.017419794821995294,-9.078720092773438,0.001859229,0.018095458,-0.9953965,-4.8791904,-1.2850136054551198,108.84602487302618,0.0026166893,500,1.0987448163245812,0.9355436066618242,500,-0.010909364,10,500.0,-417.68643962357635,-1.1884400267341078,1.1335844059685718,-0.518725869259827,-485.62897258306566,-0.16260427,-4.086297,-433.66231997977,0.877835974138857,0.8110144876594915,0.7202262625451997,500,31.528252,0.7584139122672191,-0.13010265,-464.61859511778584,-0.5751916623204691,0.0046226783,0.0,31.53064,0.016314691,0.8635609309064368,0.998082
0.9926725216102266,-0.100320935,0.05401726760795515,39.317978,0.5994283,0.1409312317526617,1.0578225595138406,-382.51870642475814,-0.7650374128495162,25000,0.09936227346945535,235.6572600019863,4,0.02062750799814239,-389.3469544274282,-347.12845446375024,0.7588120918236844,0.5926136859824748,0.0076229735,50,0.08225196108725236,5.2925334,0.64031873088541,0.158203708945956,39.4403,1.0578225595138406,-39.74154,42.21849996367797,0.8272750736837664,6000,-310.6734263785986,0.8708429894673724,0.0047259363,0.0,0.04072989558402267,0.0045074920053593814,21.524094,12,500,2,39.3174,5.268327,21.162516,0.009517516,0.08166945907159047,39.29306240881009,0.9562822779108211,1201.4188381850836,500.0,0.3244329,35.717834,0.016514463,-0.6942569089275,0.005674314,-0.010603306,104.42707641603192,5.2677083,23.12839783797972,0.3010730445384979,-3.4729187,21.52365,0.9867358629036703,0.011880312988068908,0.03639024369940547,-12.123538970947266,-0.0015564827,0.009591626,-0.99493223,-5.8285427,-0.9853987351600058,108.06477043498307,-0.0009012578,500,0.9198920342114156,0.9227560124832268,500,-0.0106355455,10,500.0,-304.9099545000723,-1.1189885674164128,0.9926725216102266,-0.41000807712270215,-447.5061708362832,-0.13196597,-4.1020846,-382.51870642475814,0.8514417989191476,0.6748656470697272,0.64031873088541,500,35.636353,0.5926136859824748,-0.11785773,-347.12845446375024,-0.35119098081373523,-0.00763966,0.0,35.63609,0.01640567,0.7571176081569795,0.9986511
1.124844373225675,-0.0959142,0.06967247132712553,43.02454,0.59399164,0.17148750604770477,1.0968102193374665,-410.5358995686544,-0.8210717991373087,30000,0.10750382379511145,239.14623660990037,5,0.019242309033870697,-443.7364649440884,-384.59926015946553,0.7871143974169283,0.6621588992047805,0.009520549,60,0.0676423263051697,6.649578,0.6841553411362482,0.19193959755246298,42.868298,1.0968102193374665,-42.17296,59.137204784622895,0.8704260153444172,7000,-317.06345861298973,0.9011271081610034,0.008608612,0.0,0.06841083104497793,0.0037789799971506,20.837488,14,500,2,43.028305,6.6547856,20.673882,0.0076083285,0.09508803328861049,60.87037982612437,1.0257529528900657,1440.5732661239454,500.0,0.26149577,38.0282,0.0117706,-0.76919852031893,0.004977619,-0.0103700515,108.8067400570144,6.654508,22.575262579950504,0.2230447679758072,-3.5896297,20.838884,1.011499538276571,0.014956679951865226,0.09909142033560914,-15.135009765625,0.00065645104,0.009984729,-0.9979662,-4.7913055,-1.2652748639774616,107.72625600395259,-0.0009755884,500,0.9266615325544567,0.8997481330835267,500,-0.0147934705,10,500.0,-325.46205537484263,-1.2029926572431013,1.124844373225675,-0.4680685308052562,-510.2466994226914,-0.14158641,-4.0894504,-410.5358995686544,0.9228435015829449,0.7298012255099502,0.6841553411362482,500,38.08511,0.6621588992047805,-0.12339648,-384.59926015946553,-0.43845440779608674,0.00017323493,0.0,38.087814,0.011434057,0.7974435518151199,0.9966473
1.0226865514394556,-0.1161579,0.07264801482194028,44.624268,0.5929882,0.16759937210742484,1.071314099588524,-381.253667797865,-0.7625073355957298,35000,0.09118147415460676,236.53147362690652,6,0.02253611496416852,-410.2658736515025,-361.92539096442437,0.7471426966714958,0.6641632675778656,0.007420464,70,0.051508081669571826,7.697508,0.6117883785929401,0.154149624988598,44.589306,1.071314099588524,-43.19778,48.34048268707812,0.8458940363306988,8000,-290.2676958055574,0.8677847491244586,0.014386669,0.0,0.07120282977572502,0.004633197968360037,18.603077,16,500,2,44.624027,7.682383,18.290232,0.024572672,0.097246926854941,56.953419726970836,0.9694127457605966,1677.1124590927502,500.0,0.30168605,39.036568,0.0068106917,-0.7238507819288489,0.012882846,-0.018032273,108.16487983398838,7.6827106,19.055444099998567,0.16523677110671997,-3.5485153,18.591211,0.9842588520835747,0.018080956011544913,0.05327380567885914,-18.23353385925293,0.0050461763,0.024858434,-0.9967232,-5.284721,-1.0458877824951263,109.2658994239755,0.0043462454,500,0.9161389400817374,0.8668799775901486,500,-0.020432912,10,500.0,-313.58490827734624,-1.1477138999771699,1.0226865514394556,-0.3742850201813786,-446.5676367949256,-0.14509228,-4.1293144,-381.253667797865,0.8327667110474924,0.7156713492474374,0.6117883785929401,500,39.067673,0.6641632675778656,-0.1299571,-361.92539096442437,-0.44111284599970746,0.008396342,0.0,39.06936,0.0067341514,0.7671794309170092,0.99551255
1.0355157781011397,-0.106860206,0.0715088308442814,45.144978,0.5866294,0.17280265423563224,1.085218627545567,-405.16079155161896,-0.8103215831032383,40000,0.12949650076632185,241.47266224387567,7,0.019024114008061588,-415.67642143737027,-351.1894315791394,0.7809427399234784,0.5201430321185694,0.0057015894,80,0.127556965650246,8.421219,0.6812317397651926,0.20547404492685348,45.12443,1.085218627545567,-43.11273,64.48698985823086,0.8280154101510169,9000,-309.04412704613986,0.8948426259679864,0.0129075525,0.0,0.06201196567704956,0.005846360989380628,16.165127,18,500,2,45.142612,8.414412,15.992147,0.029395554,0.09786857439421875,61.650404535455266,0.9783858244384915,1918.5938639396918,500.0,0.25219393,39.024548,0.0050429027,-0.7023788631582786,0.012332603,-0.015487546,108.26539033697918,8.414512,22.348095751949586,0.12240990996360779,-3.5623484,16.15012,1.0090849685616374,0.014098882966209203,0.05712995366264817,-21.241121292114258,0.0037906687,0.029444056,-0.9983067,-5.1144853,-1.0722929266964087,110.82020679698326,0.003123795,500,0.9212558707758434,0.8849006504466708,500,-0.015933786,10,500.0,-286.70244172090855,-1.1776994695718843,1.0355157781011397,-0.46407668326351104,-494.00236635161093,-0.14538902,-4.114435,-405.16079155161896,0.8926804416736176,0.6476999977688154,0.6812317397651926,500,39.00092,0.5201430321185694,-0.13470465,-351.1894315791394,-0.2705487738614991,0.009307466,0.0,38.999073,0.0050521223,0.7752569634190614,0.999109
1.082212776264003,-0.041263327,0.09242036338200127,45.658226,0.59444183,0.20116362744771513,1.1257933538089533,-427.6897690671044,-0.855379538134209,45000,0.17177031400778583,244.85676317306934,8,0.038837481988593936,-467.4665143148666,-346.24646143770144,0.7923437334530579,0.5288930093633836,0.016606415,90,0.15415220566838184,9.536893,0.6312509391157847,0.2759037952648172,45.597282,1.1257933538089533,-42.30898,121.22005287716512,0.8142406782402056,10000,-314.4221126242908,0.918192289294551,0.014421399,0.0,0.07531237008204124,0.0038607059977948666,12.434398,20,500,2,45.644924,9.521479,12.1075,0.013336099,0.11091644609453008,75.48364919592655,0.9729381023815109,2163.4586609787075,500.0,0.329108,38.165543,0.0032967187,-0.6924929228754033,0.011478071,-0.030240662,112.80737917602528,9.523488,22.42583217599895,0.09068488329648972,-3.4698405,12.343427,1.0353294016490748,0.02125527703901753,0.10927467388249207,-24.357511520385742,-0.0036685609,0.016120486,-0.99871826,-5.487955,-1.1711844931090412,109.5595983560197,-0.0049825967,500,0.8636634284990189,0.9324770407331874,500,-0.030767512,10,500.0,-225.02640856053634,-1.267410675480411,1.082212776264003,-0.3984777481345601,-540.7020943300338,-0.14907938,-4.1486907,-427.6897690671044,0.939726093933032,0.6830452150317654,0.6312509391157847,500,38.164215,0.5288930093633836,-0.1322404,-346.24646143770144,-0.27972781535345614,0.0012113221,0.0,38.17384,0.0052438136,0.8371974207001472,0.99739814
1.0415417713781143,-0.02423904,0.08507471977423699,44.74952,0.59359276,0.18373792045820053,1.1335724286971036,-423.97540589174076,-0.8479508117834812,50000,0.10396115606412318,237.48822564608417,9,0.025162806967273355,-387.9026947739163,-356.98840613719346,0.7967568917252641,0.6559627832442969,0.022343542,100,0.012849022244989017,10.836388,0.6123504291269809,0.17654345809139566,44.655064,1.1335724286971036,-40.959084,30.91428863672283,0.8385516622750196,11000,-287.87292677048026,0.9150763291111927,0.021062864,0.0,0.05049403847552309,0.0048647490330040455,8.445038,22,500,2,44.762383,10.824402,8.234806,0.039206777,0.10288888999238574,66.08049725532156,0.9888715777090069,2400.9560589678586,500.0,0.3176604,36.837685,0.005014075,-0.7139768122743878,0.017910955,-0.030370176,107.94661731703673,10.830483,22.875014558027033,0.06718342006206512,-3.524574,8.436236,1.0347987651299033,0.014541162003297359,0.05267019366910747,-27.262998580932617,0.003274275,0.039427713,-0.99783456,-5.4698553,-1.08480926152546,106.62202505301684,0.003814999,500,0.9362013840398994,0.9421493033106365,500,-0.030404978,10,500.0,-326.07411750047066,-1.28498645110225,1.0415417713781143,-0.37497304805199766,-551.3196524094641,-0.14242445,-4.0972977,-423.97540589174076,0.9395064198499219,0.668811805489286,0.6123504291269809,500,36.865715,0.6559627832442969,-0.124890506,-356.98840613719346,-0.43028717300160446,0.0005588303,0.0,36.89293,0.003193792,0.6816608277342749,0.99640876
