evaluation/Num Paths,trainer/Q2 Predictions Min,trainer/Policy log std Mean,time/total (s),trainer/Policy log std Min,exploration/env_infos/final/total_distance Min,exploration/Actions Mean,evaluation/env_infos/initial/total_distance Max,evaluation/Returns Mean,exploration/path length Max,time/saving (s),exploration/Average Returns,exploration/path length Min,exploration/num steps total,trainer/QF2 Loss,exploration/env_infos/initial/total_distance Min,trainer/Log Pis Min,exploration/env_infos/initial/total_distance Mean,evaluation/env_infos/final/total_distance Std,Epoch,trainer/Q2 Predictions Std,trainer/QF1 Loss,evaluation/path length Max,trainer/Q Targets Std,evaluation/Average Returns,evaluation/Actions Mean,trainer/Q1 Predictions Mean,exploration/Rewards Max,trainer/Log Pis Std,evaluation/env_infos/total_distance Min,evaluation/Rewards Std,exploration/path length Std,evaluation/env_infos/total_distance Max,trainer/Q2 Predictions Max,exploration/Actions Std,evaluation/env_infos/final/total_distance Mean,evaluation/num paths total,evaluation/env_infos/initial/total_distance Min,evaluation/env_infos/initial/total_distance Std,exploration/Num Paths,exploration/env_infos/final/total_distance Std,exploration/Actions Min,evaluation/Rewards Mean,trainer/Q Targets Mean,trainer/Policy log std Std,trainer/Q1 Predictions Max,evaluation/Actions Std,trainer/Q Targets Min,exploration/num paths total,exploration/Returns Max,trainer/Q Targets Max,trainer/Policy mu Min,trainer/Log Pis Mean,evaluation/path length Min,trainer/Policy Loss,evaluation/env_infos/initial/total_distance Mean,evaluation/env_infos/final/total_distance Max,trainer/Alpha Loss,exploration/Returns Min,exploration/env_infos/initial/total_distance Max,time/data storing (s),trainer/Alpha,exploration/env_infos/total_distance Std,evaluation/path length Std,trainer/Q1 Predictions Std,evaluation/Returns Min,evaluation/Actions Max,exploration/env_infos/initial/total_distance Std,trainer/Policy log std Max,trainer/Policy mu Max,trainer/Policy mu Std,exploration/env_infos/final/total_distance Max,evaluation/num steps total,trainer/Policy mu Mean,exploration/env_infos/total_distance Max,trainer/Log Pis Max,trainer/Q1 Predictions Min,evaluation/env_infos/final/total_distance Min,evaluation/env_infos/total_distance Std,trainer/Q2 Predictions Mean,exploration/env_infos/final/total_distance Mean,evaluation/Rewards Min,evaluation/path length Mean,time/evaluation sampling (s),exploration/Rewards Mean,exploration/Returns Std,exploration/env_infos/total_distance Min,time/logging (s),exploration/env_infos/total_distance Mean,time/epoch (s),exploration/path length Mean,evaluation/Returns Max,evaluation/env_infos/total_distance Mean,evaluation/Returns Std,time/exploration sampling (s),exploration/Returns Mean,time/training (s),evaluation/Actions Min,evaluation/Rewards Max,exploration/Rewards Std,exploration/Actions Max,exploration/Rewards Min
10,-0.009615001,0.00052098813,266.72405590710696,-0.0019427139,0.6624399658146352,0.001548413,1.0832552415285406,-406.4513057989193,500,0.020611830987036228,-333.40270467056166,500,2000,14.956346,0.9359682246892667,-5.3926663,0.9689556276832963,0.09035810561459345,0,0.00062137743,14.8911085,500,0.60490763,-406.4513057989193,0.00030378933,0.00026608558,-0.438826708308495,0.5204106,0.6390225247561456,0.1865207601763368,0.0,1.0832552415285406,-0.0070979614,0.6266982,0.781035866386125,10,0.843514635215042,0.07884811054177976,2,0.011150594062568742,-0.9994291,-0.8129026115978387,3.811478,0.0013627512,0.0017061213,0.0012710893,1.4785287,4,-322.732226998441,5.0681934,-0.0021180755,-3.9918628,500,-3.9835885,1.0069464963968242,0.8971532245549666,-0.0,-344.0731823426823,1.001943030677326,0.004432216053828597,0.9997000694274902,0.08765159546078301,0.0,0.0006049792,-493.0839949046971,0.0020959945,0.03298740299402969,0.002428615,0.0020373198,0.0013125213,0.6847411539397726,5000,0.000271126,1.001943030677326,-2.8774366,-0.00130249,0.6390225247561456,0.10578053481112165,-0.008246053,0.6735905598772038,-1.1734419182990568,500.0,110.69590952992439,-0.666805409341124,10.670477672120654,0.6624399658146352,0.018455625977367163,0.8118636629104071,240.6608080980368,500.0,-276.9042943154645,0.8953843253334915,71.70718566525782,22.234548192005605,-333.40270467056166,107.68685070308857,-0.0018721746,-0.40834978714571873,0.14435453588813035,0.99920434,-1.003889836722865
10,12.424706,-0.12203304,515.4948563000653,-0.14697976,0.518243851597735,0.0014359099,1.106849648155631,-378.41417490610564,500,0.014002111041918397,-277.6982502780417,500,3000,0.045406,0.8479607952543232,-4.6397047,0.9135025201071221,0.07377489836727122,1,0.99714935,0.04588738,500,1.0318241,-378.41417490610564,0.003394517,15.010767,-0.2685766897188552,0.2573942,0.6326413302696253,0.1862883932411681,0.0,1.106849648155631,15.888431,0.5915983,0.73210474175546,20,0.9150135497425287,0.06290696397933972,2,0.05959225287158221,-0.99676514,-0.7568283498122116,14.968003,0.011459451,15.897071,0.010122096,12.300042,6,-249.08763989215313,16.367317,-0.01763258,-4.0764837,500,-19.077784,0.9909441932539013,0.8520106185125924,-3.0241239070892334,-306.3088606639303,0.9790442449599209,0.005649085040204227,0.7405093908309937,0.1023403047422862,0.0,0.9976285,-478.477718144929,0.01753497,0.06554172485279885,-0.09918587,0.017790642,0.010151277,0.6374283573408994,10000,0.0027838936,0.9790442449599209,-3.3536117,12.418635,0.6326413302696253,0.10764126802083165,15.008724,0.5778361044693172,-1.225116143622244,500.0,115.19029570603743,-0.5553965005560836,28.61061038588859,0.518243851597735,0.01921336993109435,0.7381889748440703,248.7635264940327,500.0,-285.5265036181366,0.8632738309662116,64.79814930700009,24.818612901028246,-277.6982502780417,108.71575332095381,-0.01645224,-0.4002350527653211,0.15176041581699717,0.99750227,-0.9585276335891416
10,19.671844,-0.13109437,761.7776634030743,-0.15130207,0.5496579808653662,-2.6964983e-05,1.0915470451441236,-394.9662142661375,500,0.017270259908400476,-322.1806092692261,500,4000,0.027512325,0.94619736942065,-5.7274365,0.9593818195657406,0.102254401103674,2,2.2594907,0.027319932,500,2.2829378,-394.9662142661375,0.0028502438,25.014313,-0.3021238959289913,0.29883596,0.6004383266501223,0.20192778195789224,0.0,1.0915470451441236,26.75689,0.58517635,0.7635833673083017,30,0.8978202484017087,0.07373293150755732,2,0.06616641620560887,-0.99664015,-0.7899324285322747,24.937298,0.008780444,26.754595,0.00515089,19.44732,8,-311.71697956785295,26.79456,-0.0073681474,-4.0839796,500,-29.09805,0.9988569709227637,0.9156233968744578,-6.051334857940674,-332.6442389705993,0.9725662697108312,0.004124435014091432,0.5485956072807312,0.1032401102577405,0.0,2.2592225,-505.8493989808396,0.010262881,0.013184450145090565,-0.11851373,0.010001147,0.005374491,0.681990813276584,15000,0.0018699948,0.9725662697108312,-3.449738,19.677845,0.6004383266501223,0.11708082057260759,25.015785,0.6158243970709751,-1.1914749517628673,500.0,114.03880587290041,-0.6443612185384515,10.46362970137318,0.5496579808653662,0.022734796977601945,0.7960544567882409,246.27534005593043,500.0,-273.71880251580706,0.881036043522806,79.50222904953651,22.510540197021328,-322.1806092692261,109.6818644941086,-0.0047825724,-0.360526184110399,0.1602608470753161,0.99580395,-0.9458851489792411
10,24.318785,-0.13217717,1005.1406095732236,-0.15010005,0.5711074581207234,-0.0019486375,1.1183259152043084,-361.57893635388655,500,0.017742131021805108,-310.13371516066707,500,5000,0.02850518,0.9179895609327977,-5.2059975,0.939033225092095,0.08794226811803703,3,2.957504,0.029357439,500,2.933058,-361.57893635388655,0.0012833698,31.965683,-0.3261637287211138,0.26388428,0.5954946273145043,0.18791774017351556,0.0,1.1183259152043084,34.35896,0.5867316,0.714176051559549,40,0.8999024824844095,0.06509868349447112,2,0.03906091953691626,-0.99701667,-0.723157872707773,31.863205,0.0059718085,34.36475,0.010681873,23.972836,10,-295.27882689638534,34.511116,-0.024072288,-4.1091824,500,-36.06747,0.971682936070853,0.9089507960498998,-9.099464416503906,-324.98860342494874,0.9600768892513921,0.004628097056411207,0.4063993990421295,0.0992849896502592,0.0,2.9578059,-517.1301202662792,0.013920051,0.021043664159297204,-0.121351086,0.020447493,0.011154511,0.6492292971945559,20000,9.562316e-05,0.9600768892513921,-3.457258,24.32246,0.5954946273145043,0.11045054182113008,31.961758,0.6101683776576396,-1.2506528526175538,500.0,109.38465685606934,-0.6202674303213334,14.854888264281698,0.5711074581207234,0.03321515303105116,0.7812873486441984,243.35412131412886,500.0,-281.28835740900263,0.8431835805559734,69.39218647260807,23.32067697995808,-310.13371516066707,110.59320209699217,-0.017980365,-0.35461385116044036,0.1527561576979747,0.99708843,-0.9217476332746298
10,26.188614,-0.14973615,1255.642188503174,-0.17108288,0.5263656541888565,0.014033658,1.066134299083719,-375.7123454224369,500,0.02145264600403607,-367.00078528890725,500,6000,0.007840391,0.9016554640705607,-4.84319,1.006082223976411,0.08447092098626967,4,3.9942503,0.007881503,500,3.9937234,-375.7123454224369,0.005652482,36.151627,-0.27706080190966287,0.21374068,0.5949038754847802,0.16596093302665,0.0,1.066134299083719,39.373978,0.5825458,0.7315425851033315,50,0.931330367678573,0.047721276782522304,2,0.15349639555411027,-0.9983635,-0.7514246908448738,36.15722,0.0071975174,39.37864,0.0069772303,26.05271,12,-237.83903573192427,39.334583,-0.008325536,-4.0745096,500,-40.227074,0.9852598575433944,0.8565698941060838,-12.090620040893555,-496.16253484589026,1.1105089838822608,0.003876458969898522,0.3010677993297577,0.18135777916082166,0.0,3.993779,-465.00377511705733,0.014467726,0.10442675990585004,-0.14034757,0.014036532,0.006405043,0.833358445297077,25000,0.0056592994,1.1105089838822608,-3.6541188,26.204838,0.5949038754847802,0.09806438676935987,36.1484,0.6798620497429668,-1.1366423436827329,500.0,114.16874018695671,-0.7340015705778151,129.16174955698298,0.5263656541888565,0.033906231983564794,0.8373236689092635,250.49342135188635,500.0,-304.2087982278087,0.861282803086433,53.74334725943924,22.825474954908714,-367.00078528890725,113.43997087306343,-0.006869388,-0.35391062106681087,0.2982905862327389,0.99381447,-1.2332302032832114
10,22.415823,-0.12364919,1506.0064911735244,-0.13283172,0.6813240584483445,0.007838887,1.0321290476137566,-364.7071475893619,500,0.017323469975963235,-366.89251289828854,500,7000,0.00671956,0.9980944049837372,-6.052759,1.0112230294418962,0.05307322303175001,5,5.5471168,0.0067502535,500,5.5594873,-364.7071475893619,0.0075668907,38.423855,-0.4642024726205232,0.34861493,0.6425503688040255,0.15108937323933905,0.0,1.0321290476137566,42.72961,0.5932798,0.7159154636851868,60,0.9091674336415345,0.04503899918589303,2,0.02552318019374028,-0.9963781,-0.729414295178724,38.403053,0.0063749,42.734608,0.010205251,22.169508,14,-357.2195426608145,42.639725,-0.011430825,-4.191609,500,-42.618603,0.9770797565063978,0.8141556212590655,-15.28841781616211,-376.5654831357626,1.024351653900055,0.00454971706494689,0.22304123640060425,0.09094432240301065,0.0,5.547615,-435.58680424015955,0.017100153,0.013128624458158877,-0.1054549,0.022225678,0.012214671,0.7323704188358251,30000,0.007469678,1.024351653900055,-3.6198492,22.415842,0.6425503688040255,0.08899638108590843,38.42257,0.7068472386420848,-1.06529037092808,500.0,113.52818085101899,-0.733785025796577,9.672970237474033,0.6813240584483445,0.022891484084539115,0.8517711875963134,250.35520041314885,500.0,-323.098618812347,0.8494079934473985,37.05535684908911,23.578536493936554,-366.89251289828854,113.20371839706786,-0.008508851,-0.41287097645018916,0.15567314209385036,0.9954018,-1.049296310847778
10,20.49191,-0.13089497,1757.695621765568,-0.136659,0.7022507094153447,-0.007582691,1.1073045542954654,-379.65838039083826,500,0.01717292796820402,-428.75273910062094,500,8000,0.009527466,1.0854443142435173,-5.104556,1.0892174023990187,0.0522227565508809,6,6.790839,0.009147501,500,6.8222933,-379.65838039083826,0.008144244,39.408283,-0.49315605887435493,0.29166228,0.6349235046797995,0.17470747911241233,0.0,1.1073045542954654,44.51423,0.5974068,0.7301099150192071,70,0.9147485931273256,0.05630110398084512,2,0.05856816274835669,-0.9979803,-0.7593167607816759,39.354107,0.002987548,44.50901,0.011970763,20.077604,16,-407.24425330631317,44.401215,-0.012570235,-4.1561117,500,-43.564342,0.9961217788858006,0.8320518701650204,-18.28197479248047,-450.2612248949287,1.09299049055452,0.004753254004754126,0.16523349285125732,0.10844373098131527,0.0,6.7895994,-498.2447598843007,0.030244114,0.0037730881555013696,-0.122551896,0.030410305,0.012492209,0.8193870349120581,35000,0.007945844,1.09299049055452,-3.3965242,20.48821,0.6349235046797995,0.0999832286113197,39.41287,0.7608188721637015,-1.2261233759634793,500.0,114.22728753299452,-0.8575054782012411,21.508485794307774,0.7022507094153447,0.023214265005663037,0.919644189571213,251.67769086395856,500.0,-297.5939978072586,0.8656327828693484,54.453861542564105,23.65366951096803,-428.75273910062094,113.75159337301739,-0.009632437,-0.4031278567948794,0.19721890171101808,0.99840325,-1.1946282124426104
10,21.074389,-0.13758926,2011.9924992847955,-0.15103021,0.6125157655484179,-0.0007376693,1.1214456037263483,-357.18311123787754,500,0.01436684699729085,-381.63131686343365,500,9000,0.004300827,1.0140940966832523,-5.62353,1.0235641192894707,0.10208361976349198,7,7.014689,0.0042929184,500,7.022076,-357.18311123787754,0.008232566,39.53316,-0.3751755630453645,0.2968446,0.5268846758301108,0.20374192003933794,0.0,1.1214456037263483,45.243835,0.5894689,0.6880877914852952,80,0.8812752655785558,0.06945706266800344,2,0.08518442065851828,-0.99333304,-0.7143662224757553,39.5595,0.0064246673,45.245117,0.018861298,20.970806,18,-350.96801892498786,45.172955,-0.016451206,-4.0984964,500,-43.626945,0.9846649287781822,0.8255963373822354,-21.207664489746094,-412.29461480187945,1.0330341418956888,0.007713702041655779,0.12240976095199585,0.11033476930556575,0.0,7.014681,-460.72915266793484,0.044172913,0.009470022606218209,-0.12203799,0.044872843,0.018916393,0.7828846068654545,40000,0.0077696242,1.0330341418956888,-3.3849263,21.075808,0.5268846758301108,0.12420009622954345,39.532738,0.6977001862069362,-1.2576402421171538,500.0,113.71052669198252,-0.7632626337268666,30.663297938445794,0.6125157655484179,0.019013650016859174,0.8666538365513385,254.28804827900603,500.0,-260.9156666076973,0.8360266494390759,72.01421363977374,23.152835199027322,-381.63131686343365,117.38359218894038,-0.016138522,-0.2776074616246009,0.1851539132317014,0.9968691,-1.067159538322162
10,14.420152,-0.12993859,2262.293077640701,-0.14630178,0.5693286135346607,0.0024365266,1.1223270525042923,-395.5159246991499,500,0.016975002945400774,-334.1673915755731,500,10000,0.0057368013,0.9495463694862251,-5.1154146,0.9819768081842315,0.05448970567948556,8,8.288858,0.0062575806,500,8.290664,-395.5159246991499,0.008533739,38.896534,-0.32413507018929905,0.25405803,0.6323485678437415,0.1924114537110022,0.0,1.1223270525042923,45.324127,0.5955123,0.7296439975233494,90,0.9113017725963685,0.0635619530959867,2,0.05666540934978703,-0.99758494,-0.7910318493982996,38.883743,0.011288687,45.32669,0.02051534,14.093667,20,-313.3550135732527,45.285107,-0.015466593,-4.0953846,500,-42.984703,1.031455671672283,0.8268017346386748,-24.229434967041016,-354.9797695778935,1.014407246882238,0.0038044629618525505,0.09068613499403,0.10582879051224313,0.0,8.28789,-508.7798929548454,0.051616304,0.03243043869800649,-0.077763095,0.051951125,0.022670293,0.6826594322342348,45000,0.00941312,1.014407246882238,-3.4803214,14.502555,0.6323485678437415,0.10838618761522642,38.892513,0.6259940228844477,-1.2596180127829726,500.0,114.3877106179716,-0.6683347831511466,20.8123780023204,0.5693286135346607,0.01856225507799536,0.8106386681190716,250.2927158018574,500.0,-298.9089029755637,0.882770799093704,54.378681343657576,23.010213651927188,-334.1673915755731,112.85544981097337,-0.0153513625,-0.39986471125403095,0.16905066370781377,0.99673724,-1.0290220625272017
10,12.685109,-0.11924499,2513.4796681957087,-0.1396762,0.7788118720700183,-0.0016689106,1.1019032736331562,-384.9411019151339,500,0.015126978978514671,-447.24663496903474,500,11000,0.004002554,1.0687254316362773,-4.8493834,1.102312569324223,0.10083873544894739,9,9.620041,0.004263325,500,9.645712,-384.9411019151339,0.011539814,37.27703,-0.6065479320772066,0.27081683,0.530142443303663,0.1964700073412383,0.0,1.1019032736331562,44.759033,0.60852075,0.7151691468990861,100,0.9173574772430401,0.0586187942546652,2,0.009646821508737968,-0.999107,-0.7698822038302678,37.28838,0.022979783,44.758785,0.020207962,12.427082,22,-441.8353626648376,44.755653,-0.012953261,-4.0675173,500,-41.348186,1.0092481041059773,0.8851133521551577,-27.182373046875,-452.65790727323184,1.1358997070121688,0.003774535027332604,0.06718487292528152,0.0903947439734295,0.0,9.618178,-499.1838939256773,0.07386537,0.033587137687945745,-0.026761686,0.07600373,0.027344408,0.7981055150874943,50000,0.01774524,1.1358997070121688,-3.1879141,12.711618,0.530142443303663,0.11662012139677203,37.277306,0.7884586935787563,-1.2141908244434663,500.0,114.89393415302038,-0.8944932699380692,5.4112723041971265,0.7788118720700183,0.019029374001547694,0.9414467909553079,251.17888828902505,500.0,-267.7249711686416,0.8696447269521445,64.43274191229037,22.693722994998097,-447.24663496903474,113.55330025299918,-0.012633016,-0.28105101019197753,0.1709601576711307,0.9978877,-1.290268144390331
