exploration/Returns Max,exploration/path length Mean,trainer/Policy mu Std,evaluation/env_infos/final/total_distance Min,evaluation/env_infos/total_distance Mean,trainer/Q1 Predictions Min,evaluation/env_infos/initial/total_distance Min,exploration/env_infos/final/total_distance Mean,evaluation/env_infos/final/total_distance Std,trainer/Policy log std Max,trainer/Log Pis Std,trainer/QF1 Loss,exploration/env_infos/initial/total_distance Min,replay_buffer/size,trainer/Policy log std Mean,exploration/num paths total,time/total (s),exploration/Num Paths,exploration/Actions Max,evaluation/Actions Max,time/logging (s),time/exploration sampling (s),evaluation/Actions Mean,evaluation/Actions Std,trainer/Q2 Predictions Max,exploration/Actions Mean,evaluation/env_infos/total_distance Min,Epoch,trainer/Q1 Predictions Std,evaluation/Returns Std,trainer/Policy mu Min,evaluation/Returns Min,exploration/env_infos/total_distance Mean,trainer/Log Pis Min,trainer/Policy Loss,exploration/Rewards Mean,exploration/env_infos/total_distance Std,evaluation/num steps total,evaluation/path length Std,exploration/env_infos/initial/total_distance Mean,exploration/env_infos/final/total_distance Max,evaluation/Average Returns,time/saving (s),evaluation/Num Paths,evaluation/Rewards Min,trainer/Q Targets Std,evaluation/Rewards Max,trainer/Q2 Predictions Std,evaluation/Returns Max,time/evaluation sampling (s),exploration/env_infos/initial/total_distance Max,evaluation/num paths total,evaluation/path length Min,exploration/Returns Min,trainer/Q Targets Mean,exploration/Actions Std,evaluation/env_infos/total_distance Std,evaluation/env_infos/initial/total_distance Mean,evaluation/path length Mean,evaluation/env_infos/total_distance Max,trainer/Policy log std Min,evaluation/Actions Min,exploration/path length Std,trainer/Alpha Loss,evaluation/env_infos/initial/total_distance Max,time/training (s),exploration/env_infos/initial/total_distance Std,evaluation/Returns Mean,trainer/Q1 Predictions Max,trainer/QF2 Loss,evaluation/Rewards Mean,evaluation/path length Max,exploration/Rewards Max,trainer/Q2 Predictions Min,time/data storing (s),trainer/Log Pis Max,exploration/env_infos/final/total_distance Std,exploration/num steps total,trainer/Q2 Predictions Mean,trainer/Alpha,evaluation/Rewards Std,exploration/env_infos/final/total_distance Min,exploration/env_infos/total_distance Min,trainer/Policy mu Max,exploration/Returns Mean,exploration/Actions Min,time/epoch (s),trainer/Log Pis Mean,evaluation/env_infos/final/total_distance Max,exploration/path length Max,trainer/Q1 Predictions Mean,exploration/Rewards Min,evaluation/env_infos/final/total_distance Mean,trainer/Policy mu Mean,exploration/Returns Std,trainer/Q Targets Min,evaluation/env_infos/initial/total_distance Std,exploration/Average Returns,trainer/Policy log std Std,exploration/path length Min,exploration/env_infos/total_distance Max,exploration/Rewards Std,trainer/Q Targets Max
-0.720134091201,500.0,0.00125289,0.418104543182,0.670041673099,-0.00764224,0.886645647481,0.629476787019,0.224095545345,-0.000377171,0.537858,13.1414,0.848607147743,2000,-0.00113901,3,182.71524624701124,2,0.99899,0.00113697,0.015504925017012283,21.216528183984337,-0.00170059,0.00126472,-0.00675428,-0.00246088,0.418104543182,0,0.0006175,232.68028146,-0.00279674,-472.969593258,0.617223670121,-5.34335,-4.08161,-0.396791670434,0.125803861136,4004,499.5,0.848725729004,0.848607147743,-233.364640492,0.02117640301003121,8,-0.787559981821,0.55531,-0.174811409029,0.000571163,-0.786140504197,108.88260430999799,0.848844310265,8,1,-396.071536343,3.57633,0.627689,0.131556734063,0.886949402057,500.5,0.887445762749,-0.00277583,-0.00279968,499.0,-0.0,0.887445762749,30.289924423996126,0.000118581260912,-233.364640492,-0.00440317,13.1571,-0.466263017966,1000,-0.168384189573,-0.00932635,0.01324164099059999,-2.63842,0.219130360724,2000,-0.00817888,0.9997000694274902,0.174755865232,0.410346426295,0.410346426295,0.00116299,-198.395835217,-0.997743,160.4389798869961,-4.08973,0.887169410315,999,-0.00599868,-0.720912484473,0.663588144159,-0.00167381,197.675701126,2.11169,0.000303000683987,-198.395835217,0.000814882,1,0.849065653806,0.159594087943,4.97434
-1.43551238529,500.0,0.0143622,0.362017602878,0.632637753274,12.2756,0.885490224089,0.619059280723,0.258077672832,-0.124595,0.30039,0.0679981,0.847204929546,3000,-0.145563,5,343.7628919740673,2,0.994735,0.0208295,0.014708632021211088,22.875199050991796,0.00229408,0.0143871,14.7724,-0.00202951,0.362017602878,1,0.662204,210.27775147,-0.0252075,-437.93649194,0.560830419528,-6.79669,-17.5045,-0.330365114148,0.125834632274,8013,496.011001471,0.848151051357,0.847204929546,-189.425081544,0.015933817980112508,9,-0.786995430158,0.652071,-0.131056744794,0.668654,-0.785974003204,108.71001806299319,0.849097173168,17,1,-328.929601762,13.4027,0.58466,0.158174255035,0.886708024824,445.444444444,0.887127629013,-0.163896,-0.0252056,498.0,-3.031571865081787,0.887127629013,29.419725488027325,0.000946121810879,-189.425081544,14.7419,0.0699305,-0.425249621824,1000,-0.152813467605,12.2722,0.0064543060143478215,-3.47508,0.228145648823,3000,13.4107,0.7405776977539062,0.19803393007,0.3909136319,0.3909136319,0.0209011,-165.182557074,-0.99549,161.04203935802798,-4.10441,0.887127629013,998,13.4025,-0.720966009482,0.655472357827,0.00229324,163.747044689,12.2132,0.000495510445548,-165.182557074,0.0123341,2,0.849097173168,0.150323483501,15.2468
-2.15603022062,500.0,0.0113649,0.388717904071,0.63933643696,20.125,0.886581469521,0.612788590916,0.238808700925,-0.13395,0.323405,0.0279985,0.848576725212,4000,-0.139693,7,506.05505399405956,2,0.997625,0.0153265,0.019224440009566024,22.84221964099561,0.00110603,0.0114015,24.6879,0.00355489,0.388717904071,2,1.20574,212.800000539,-0.0218988,-450.693877744,0.582522431337,-6.33084,-26.5414,-0.364673385323,0.159188574691,12027,495.519928964,0.849008320625,0.847333394256,-191.92978648,0.018652836995897815,9,-0.787019835847,1.22922,-0.151101608945,1.20506,-0.786026702098,109.66878653797903,0.849439916039,26,1,-362.517355102,22.4343,0.588588,0.146917543208,0.886993789398,446.0,0.887141384361,-0.146579,-0.021906,497.0,-6.063664436340332,0.887141384361,29.7311318719876,0.000431595413178,-191.92978648,24.6645,0.0284556,-0.430335844127,1000,-0.140874089062,20.1136,0.006302461988525465,-3.49435,0.23454480334,4000,22.4496,0.5486318469047546,0.188921109955,0.378243787576,0.375331971809,0.0156161,-182.336692661,-0.998584,162.28631778995623,-4.10564,0.887141384361,997,22.4465,-0.72154817096,0.673466335927,0.00112457,180.180662441,20.0678,0.000224842362118,-182.336692661,0.00381437,3,0.849439916039,0.191486922696,25.0521
-2.87433244192,500.0,0.017421,0.29581492617,0.592701878486,24.4413,0.886445802924,0.622980450087,0.279163892412,-0.124446,0.318766,2.57523,0.847845401648,5000,-0.134875,9,669.114515696041,2,0.995333,0.0362973,0.03011952299857512,19.264923281996744,0.0104174,0.0174718,31.8989,0.0180922,0.29581492617,3,1.93783,187.965939414,-0.0139775,-412.702016769,0.595499669888,-6.28422,-32.2222,-0.372247862955,0.132770501687,16046,495.03335715,0.848009003401,0.84629892688,-169.731152946,0.03375524599687196,9,-0.787256419739,2.61192,-0.087506470545,1.93954,-0.785800533716,109.97124803901534,0.848172605155,35,1,-369.373530513,27.9252,0.585454,0.169688395137,0.886778144991,446.555555556,0.887274714922,-0.141863,-0.0139696,496.0,-9.11949634552002,0.887274714922,33.7444341610244,0.000163601753162,-169.731152946,31.9315,2.55152,-0.380089668205,1000,-0.159729692897,24.3803,0.007979248999617994,-3.43483,0.223318476793,5000,28.0928,0.40644291043281555,0.204433117305,0.399661973293,0.399661973293,0.0362589,-186.123931478,-0.995443,163.05245950003155,-4.13264,0.887089340893,996,28.1344,-0.719396768135,0.636283657592,0.0104335,183.249599036,-0.716222,0.000321804022649,-186.123931478,0.00618199,4,0.848172605155,0.163578712179,31.6596
-3.59409590892,500.0,0.0262935,0.465503040357,0.682641363474,26.1236,0.886615120444,0.630124773346,0.195352830209,-0.108682,0.247873,0.0242285,0.84776103373,6000,-0.12584,11,831.5563186451036,2,0.998742,0.0352966,0.017983450001338497,22.69882477700594,-0.00683414,0.0263196,35.9679,-0.00674359,0.465503040357,4,2.61044,236.226936802,-0.0415509,-497.246211539,0.607149967341,-4.83766,-35.351,-0.390723740655,0.148635990974,20070,494.551299315,0.848200597463,0.846872901606,-214.886201504,0.019194813998183236,9,-0.787253372619,2.61605,-0.216693080581,2.60658,-0.786112224376,107.86210692999884,0.848640161196,44,1,-387.129644746,31.3995,0.588323,0.120876219783,0.887036619406,447.111111111,0.887272997797,-0.136641,-0.0414939,495.0,-12.08945083618164,0.887272997797,31.824423923011636,0.000439563733166,-214.886201504,35.9935,0.0265127,-0.480610291635,1000,-0.170880250703,26.0992,0.006354395009111613,-3.30037,0.216748128259,6000,31.2856,0.3011006712913513,0.16520329113,0.413376645087,0.413376645087,0.0353568,-195.361870328,-0.998539,162.42888828902505,-4.07445,0.887223241195,995,31.2933,-0.720190123195,0.710716813484,-0.00691118,191.767774419,26.1365,0.000271275286097,-195.361870328,0.0095772,5,0.848640161196,0.185498085248,36.1481
-4.29500587595,500.0,0.0225569,0.304442390869,0.574179707686,26.251,0.885915879537,0.620806183071,0.279496543365,-0.0928401,0.338734,2.8744,0.848119407052,7000,-0.11861,13,999.1377084520354,2,0.999732,0.0414596,0.014606088981963694,23.686698047997197,0.00804584,0.022621,38.7768,0.00104803,0.304442390869,5,3.36686,175.164502298,-0.0207515,-390.396118119,0.611203969459,-5.70927,-36.9074,-0.391214053794,0.13282982162,24099,494.073768671,0.848716775023,0.844004841863,-160.456674488,0.016898959001991898,9,-0.786942662686,3.92153,-0.0926851693579,3.37177,-0.784846945616,112.11374662700109,0.849314142993,53,1,-386.919047918,32.5632,0.59275,0.169548138583,0.886719368894,447.666666667,0.887097887883,-0.136824,-0.0206958,494.0,-15.164596557617188,0.887097887883,31.73555161099648,0.000597367970251,-160.456674488,38.7703,2.86112,-0.358428908016,1000,-0.158091743364,26.1936,0.007676656008698046,-3.31351,0.223198658791,7000,32.7964,0.22307096421718597,0.203281198987,0.39760752428,0.39760752428,0.0413864,-195.607026897,-0.995991,167.57517798998742,-4.10997,0.887094851182,994,32.8049,-0.721334513488,0.634200017217,0.00809367,191.312021021,-0.717974,0.000393319286154,-195.607026897,0.0159249,6,0.849314142993,0.163573829191,38.6357
-5.00878780448,500.0,0.0246348,0.327704810025,0.600567872962,24.5516,0.886508352052,0.595666282114,0.267625799473,-0.0687025,0.288167,0.0640379,0.846859994409,8000,-0.109719,15,1160.9941976550908,2,0.996545,0.0474826,0.01853176299482584,21.947968228021637,0.00507769,0.0247045,39.7656,0.0048106,0.327704810025,6,3.83087,190.194469729,-0.0285358,-421.969374602,0.515571543948,-5.17812,-36.6645,-0.284404539297,0.136347065859,28133,493.600778357,0.8473919752,0.841139184139,-174.367379199,0.02134337500319816,9,-0.787410904884,3.82207,-0.107390442513,3.82964,-0.785897058258,107.02421533298912,0.84792395599,62,1,-279.395751492,32.8013,0.602533,0.1683394301,0.886995978022,448.222222222,0.887361766634,-0.130449,-0.0284263,493.0,-18.166915893554688,0.887361766634,32.83255486600683,0.000531980790453,-174.367379199,39.7512,0.0618375,-0.38901993376,1000,-0.122616006148,24.5748,0.006369951006490737,-3.20389,0.245472902025,8000,32.5766,0.16526666283607483,0.206034640866,0.350193380088,0.350165683853,0.0477593,-142.202269648,-0.997842,161.8509835160221,-4.09332,0.887092295214,993,32.5712,-0.718975035142,0.646151912299,0.00505586,137.193481844,24.9304,0.000244331247471,-142.202269648,0.0209389,7,0.84792395599,0.15457364541,40.024
-5.73774521196,500.0,0.0473686,0.236993360607,0.544356740671,22.7541,0.884750733859,0.622126494614,0.30086161244,-0.0539648,0.285525,0.0153022,0.847556298799,9000,-0.115594,17,1329.2407995611138,2,0.995699,0.0651211,0.021561331988777965,22.833084613026585,-0.00731047,0.0473787,40.7595,-0.00254761,0.236993360607,7,4.6349,160.966228106,-0.0806684,-391.170597441,0.56404761635,-5.08131,-35.8714,-0.339091589842,0.144713082797,32172,493.132341439,0.847671342096,0.846467558214,-147.821280958,0.02469325700076297,9,-0.786816717577,4.61586,-0.0561658529717,4.63583,-0.785682624901,108.82092319201911,0.847786385393,71,1,-333.35384463,31.8242,0.594103,0.181829876484,0.886151295584,448.777777778,0.887026897888,-0.153979,-0.0804951,492.0,-21.21839714050293,0.887026897888,36.524244758998975,0.000115043296745,-147.821280958,40.8139,0.015517,-0.329386365097,1000,-0.157308826504,22.7194,0.01481236398103647,-3.38023,0.2243410636,9000,31.7592,0.1224454939365387,0.208694936284,0.397785431015,0.396621767562,0.0650466,-169.545794921,-0.998314,168.23931951701525,-4.10501,0.886527094038,992,31.7706,-0.718741755257,0.611706402413,-0.00732236,163.808049709,22.773,0.000672735673528,-169.545794921,0.034549,8,0.847786385393,0.176719698702,40.8308
-6.41867619333,500.0,0.0345534,0.298475079967,0.583416552572,19.7947,0.885633346323,0.600040106536,0.277381981097,-0.0370342,0.317427,1.74873,0.848390087103,10000,-0.105237,19,1496.047364845057,2,0.997844,0.0584955,0.027802118012914434,23.9458306870074,6.36502e-05,0.0347159,40.483,0.0105753,0.298475079967,8,5.76291,180.513933987,-0.0605146,-412.87938331,0.555056033013,-5.2142,-34.2807,-0.331728608235,0.15375762892,36216,492.668470903,0.848451372373,0.841770363461,-166.380381356,0.03271747299004346,9,-0.786949950887,6.02731,-0.089087373361,5.76214,-0.785878101173,110.60899768400122,0.848512657642,80,1,-325.309932041,30.1171,0.601696,0.172938931444,0.886712812392,449.333333333,0.887101995763,-0.180682,-0.0588946,491.0,-24.190732955932617,0.887101995763,32.174674343987135,6.12852695573e-05,-166.380381356,40.4824,1.75543,-0.370282747824,1000,-0.12817780467,19.8123,0.007759324973449111,-3.24152,0.241730256925,10000,30.2157,0.09072238206863403,0.20686543187,0.358309849611,0.358019279746,0.0761235,-165.864304117,-0.997303,166.79778163097217,-4.08094,0.887047082113,991,30.2112,-0.719973730179,0.634634437579,-0.000302009,159.445627924,-0.707515,0.000527674478436,-165.864304117,0.0277251,9,0.848512657642,0.184421765262,40.2756
-7.1932916138,500.0,0.0627066,0.394446248373,0.637015523728,17.0393,0.886180871306,0.597034216227,0.232702019006,0.0442811,0.428062,0.0163003,0.848256320384,11000,-0.11131,21,1667.3382377440867,2,0.99702,0.0726974,0.015421415999298915,23.120938975014724,-0.0128382,0.0539649,41.463,-0.00783392,0.394446248373,9,6.40722,207.461101451,-0.15405,-453.633899937,0.537143767595,-6.77237,-34.2897,-0.307996233653,0.139544998429,40265,492.209179662,0.848857478919,0.846052698914,-192.106195707,0.016491644986672327,9,-0.787104766787,6.3763,-0.155587842856,6.40158,-0.786194698102,108.34973154700128,0.849458637453,89,1,-300.802942039,30.1454,0.598347,0.145668506387,0.886685052527,449.888888889,0.887189250829,-0.335306,-0.113981,490.0,-27.18276596069336,0.887189250829,39.76831506300368,0.000601158534205,-192.106195707,41.4736,0.0145567,-0.427008091223,1000,-0.120784136125,17.0376,0.009620961995096877,-2.45054,0.249018482687,11000,30.2229,0.06722576916217804,0.188437681708,0.34801573354,0.347540121605,0.156614,-153.998116826,-0.999409,171.28051960800076,-4.06993,0.887189250829,990,30.2313,-0.721737151144,0.67154143536,-0.00371,146.804825213,17.0856,0.000310106066338,-153.998116826,0.0528476,10,0.849551146868,0.16311663617,41.4313
