trainer/Bellman Errors 1 Min,evaluation/env_infos/total_distance Min,trainer/Q Targets Max,exploration/env_infos/initial/total_distance Max,time/saving (s),trainer/Q1 Predictions Min,evaluation/env_infos/final/total_distance Min,trainer/Bellman Errors 2 Mean,evaluation/Returns Mean,exploration/Num Paths,time/epoch (s),evaluation/path length Mean,exploration/path length Std,exploration/Returns Min,exploration/env_infos/initial/total_distance Mean,trainer/Policy Action Max,evaluation/Returns Min,evaluation/env_infos/total_distance Max,exploration/env_infos/total_distance Std,evaluation/num steps total,trainer/Bellman Errors 2 Std,evaluation/env_infos/final/total_distance Std,evaluation/env_infos/final/total_distance Max,evaluation/Returns Std,evaluation/Rewards Mean,exploration/Returns Mean,evaluation/Rewards Max,exploration/Returns Max,evaluation/Returns Max,trainer/Bellman Errors 2 Min,exploration/Average Returns,trainer/Bellman Errors 1 Mean,exploration/num steps total,trainer/Q1 Predictions Std,evaluation/Actions Std,exploration/env_infos/final/total_distance Mean,trainer/Bellman Errors 2 Max,evaluation/env_infos/initial/total_distance Std,exploration/env_infos/initial/total_distance Std,trainer/Q Targets Min,time/exploration sampling (s),time/training (s),exploration/Returns Std,evaluation/env_infos/initial/total_distance Max,evaluation/env_infos/initial/total_distance Min,evaluation/env_infos/total_distance Std,trainer/Q2 Predictions Mean,trainer/Bellman Errors 1 Std,evaluation/Rewards Std,exploration/env_infos/total_distance Min,exploration/Rewards Mean,trainer/Q Targets Std,exploration/env_infos/final/total_distance Max,trainer/Q2 Predictions Max,evaluation/env_infos/total_distance Mean,exploration/Actions Min,Epoch,exploration/path length Min,exploration/Actions Mean,evaluation/path length Std,trainer/QF1 Loss,evaluation/path length Max,exploration/Rewards Max,replay_buffer/size,evaluation/Actions Min,time/data storing (s),exploration/num paths total,exploration/path length Mean,exploration/path length Max,evaluation/Average Returns,exploration/env_infos/total_distance Max,exploration/Actions Std,exploration/Rewards Min,trainer/Q2 Predictions Min,exploration/env_infos/total_distance Mean,exploration/env_infos/final/total_distance Min,evaluation/env_infos/final/total_distance Mean,trainer/QF2 Loss,evaluation/Num Paths,trainer/Q Targets Mean,evaluation/Rewards Min,evaluation/Actions Mean,evaluation/num paths total,time/total (s),trainer/Q2 Predictions Std,exploration/Actions Max,trainer/Q1 Predictions Mean,trainer/Policy Action Mean,time/logging (s),trainer/Policy Loss,trainer/Q1 Predictions Max,evaluation/path length Min,trainer/Policy Action Std,trainer/Policy Action Min,trainer/Bellman Errors 1 Max,exploration/env_infos/initial/total_distance Min,evaluation/env_infos/initial/total_distance Mean,exploration/Rewards Std,exploration/env_infos/final/total_distance Std,evaluation/Actions Max,time/evaluation sampling (s)
0.4285939,0.8004738483688387,-0.6567887,0.960699382566233,0.01823036401765421,-0.003010625,0.8004738483688387,0.6964067,-265.30455556277485,4,186.05057110602502,301.0,51.122402134485036,-247.0563046549558,0.9605037928476357,0.004932113,-273.83568685608446,1.004720126576356,0.033133623893025405,4816,0.10757513,0.032044473926964495,0.8931874335361072,9.29566881507378,-0.8814104835972588,-207.5792194183765,-0.6407583819224186,-166.70484047070062,-240.9759858940641,0.43738896,-207.5792194183765,0.684806,2000,0.00014727871,0.0026838104,0.8645578452964175,0.8570258,0.00021203161464724744,0.000268750258621123,-0.9213639,19.603997738973703,58.37016243702965,37.406389048476456,1.004720126576356,1.004245067931629,0.044583522169094184,0.0045406204,0.10665811,0.08239504932213221,0.8347730904126975,-0.8303168776735063,0.066397876,0.8938047121068741,0.0050698454,0.9377754492138598,-0.34779889230924704,0,194,0.0005179235185032826,0.0,0.684806,301,-0.6968461124771657,2000,-0.0032234201,0.0063932560151442885,8,250.0,301,-265.30455556277485,0.960699382566233,0.09968896565540586,-0.9229433036631413,0.0040530814,0.9106146499157708,0.8347730904126975,0.8702529578687517,0.6964069,16,-0.8273293,-1.0094625327476086,0.0010585953,16,209.16125865012873,0.00018004341,0.3673959696714913,-0.0024620579,0.0010680082,0.022326454985886812,0.052364733,-0.0020809392,301,0.0026751687,-0.0031590872,0.84420276,0.9600461756660097,1.0045674396540556,0.05979469817133408,0.026380034911011034,0.004926579,108.02946085500298
1.8468427e-10,0.27236755614420566,-0.6968461,0.9602321143703988,0.017442983982618898,-32.29163,0.27236755614420566,12.018559,-163.5596815873342,4,197.70816973998444,290.1764705882353,82.66196223173026,-169.2609807770303,0.9586758265797807,1.0,-190.88006679694104,1.005190584507143,0.17986908052032138,9749,17.158516,0.12358413082804516,0.7957777846576747,25.863395831666875,-0.5636559065446347,-128.33934648534296,-0.07418408563996702,-81.25406149389316,-97.48758774956406,1.82132e-09,-128.33934648534296,5.1939745,3000,13.461826,0.9377422,0.511297272582758,42.18987,0.0007555071572887421,0.0014414220137404065,-27.923576,23.902952292992268,60.877990401990246,35.62787314715446,1.005190584507143,1.0023349995193511,0.17710499697888132,-12.466583,7.42223,0.25112270392125013,0.2705027645542655,-0.5133573859413721,11.617525,0.748223962846643,-1.8924148,0.7295818847735633,-1.0,1,107,0.31980077842994753,43.294117647058826,5.193974,301,-0.07317174563150038,3000,-1.0,0.006651572999544442,12,250.0,301,-163.5596815873342,0.9602321143703988,0.9064963994406332,-0.9220457134682466,-34.41895,0.693544879452041,0.2705027645542655,0.4714236608940811,12.01856,17,-10.45663,-1.0104081111818117,0.3279117,33,406.87602820410393,14.43557,1.0,-11.7827635,0.29046655,0.034198759007267654,6.8060107,-1.8429581,117,0.8438674,-1.0,19.079891,0.9563192915904262,1.0035913923996678,0.23791195600577844,0.16939814693741317,1.0,112.8689337290125
0.0013865889,0.24666489485047746,-0.08266897,0.9601710572722788,0.02302555803908035,-62.665108,0.24666489485047746,39.93861,-159.89170698924806,5,197.09810944710625,296.8125,126.07299472924406,-176.12286722470395,0.9596518666551928,1.0,-185.54920493709588,1.0041910057672836,0.16727577822058248,14498,366.19952,0.11360637410013001,0.6437307926850714,27.18331705629819,-0.5386960016483405,-113.75286850781181,-0.060843570351597105,-9.140898904819164,-107.18843315988774,0.0008585723,-113.75286850781181,40.315414,4000,21.902443,0.94280905,0.6091068004075733,3457.0376,0.001307125156354724,0.0005503799690235563,-62.213833,23.746979832998477,59.71698208898306,66.27122383219182,1.0041910057672836,1.0003107645702034,0.1867479911120347,-19.992336,369.50436,0.25692166613378936,0.2875221200163358,-0.5687643425390592,21.421185,0.9513698232702702,-2.822319,0.7098036273956057,-1.0,2,10,0.32063881970035657,16.21811776224356,40.315422,301,-0.08266896949868821,4000,-1.0,0.008589110046159476,17,200.0,301,-159.89170698924806,0.9601710572722788,0.9077766521626697,-0.9219284592233657,-62.36925,0.7353796003152097,0.2875221200163358,0.454659869018419,39.938614,16,-19.434423,-1.0083995760639086,0.33333334,49,603.9809139222489,21.79742,1.0,-20.061998,0.34656546,0.03411556204082444,16.647545,-2.821988,234,0.81904364,-1.0,3488.844,0.9588387262447274,1.0032182329367973,0.22835357886042298,0.2256449754145739,1.0,113.56841729499865
2.9259885e-05,0.2882613366513191,-0.9051045,0.960289083882107,0.012731673021335155,-58.694378,0.2882613366513191,12.235436,-158.691688933877,4,201.12587986094877,286.2352941176471,52.091266062556016,-178.67941388762156,0.9599425327903249,1.0,-190.33377884321524,1.0043554544550286,0.14068052168064174,19364,193.66891,0.1273910508001063,0.8960556238681305,35.916558336061584,-0.5544099284578522,-146.5957292364583,-0.08309459820800512,-119.09057053898614,-45.87057512673645,1.6135295e-05,-146.5957292364583,12.244978,5000,19.484127,0.94280905,0.53416507635602,3104.879,0.0005746672896318868,0.00030100332973219895,-59.159676,20.74690076900879,66.24605306895683,24.21907070554168,1.0043554544550286,1.0024512890082284,0.18758286980130098,-29.79856,192.63034,0.2659900947754406,0.4801827700477767,-0.5863829169458331,19.688866,0.6362299517003619,-3.838379,0.7205710203824189,-1.0,3,184,0.32027445178744224,59.05882352941177,12.244979,301,-0.230575492650756,5000,-1.0,0.008434040995780379,21,250.0,301,-158.691688933877,0.960289083882107,0.9071567477775857,-0.9221551246231363,-58.843136,0.7527229953744576,0.4801827700477767,0.46977642282747495,12.2354355,17,-29.832695,-1.008729878893567,0.33333334,66,805.1168783880421,19.540085,1.0,-29.70872,0.2736182,0.023527157958596945,29.981142,-3.708751,50,0.8934572,-1.0,3088.3035,0.9595254339130492,1.003867360650681,0.20840254603696745,0.06027751963815433,1.0,114.08823315100744
1.2823898e-07,0.32643943105501544,-4.8076606,0.9602638571177409,0.02177659299923107,-57.33515,0.32643943105501544,0.2774827,-168.07856559833314,4,196.48184074502205,293.11764705882354,77.22046360907191,-171.8320226558939,0.9600579067286168,1.0,-191.70377031853346,1.0044685216211018,0.1832315177474178,24347,0.65456563,0.08584068009775161,0.7050828042794108,24.263116548383046,-0.5734167399501634,-140.10070317810937,-0.10656270214752218,-93.18617631988681,-119.70593443925942,1.2122384e-06,-140.10070317810937,0.030764785,6000,17.510168,1.0,0.5124134672514831,3.2453966,0.0005262635693680581,0.0002455435028448377,-57.455067,22.66868229000829,63.41456242999993,31.596782792101777,1.0044685216211018,1.0024184688080602,0.18188598298736855,-27.894957,0.060852703,0.2628758583595214,0.30168868793879056,-0.560402812712438,17.552807,0.808913718264835,-4.715142,0.7350743017837599,-1.0,4,117,-0.0015770356161892505,31.529411764705884,0.030764788,301,-0.09101606443022896,6000,-1.0,0.010056583036202937,25,250.0,301,-168.07856559833314,0.9602638571177409,0.9607792239920124,-0.922106675286641,-57.32594,0.7258298861416603,0.30168868793879056,0.48630553672304666,0.27748263,17,-28.144344,-1.0089570109276818,0.0,83,1001.6057321810513,17.359499,1.0,-28.074776,0.0076071057,0.041642857948318124,27.286348,-4.7539473,167,0.92632276,-1.0,0.41118523,0.9596391349682807,1.0039608484329747,0.2505193439117675,0.18478166386165143,1.0,110.32511999103008
1.6660488e-07,0.33777696086568987,-5.292056,0.9604047604106517,0.01413000503089279,-184.74391,0.33777696086568987,0.21012126,-167.38588280308795,5,198.84529749507783,299.9375,125.00559987456562,-160.216642095136,0.9596410221938975,1.0,-194.0494625081577,1.0044685001456506,0.19583601639541728,29146,0.3598839,0.06945424745610876,0.5448514318501534,19.092625135804877,-0.5580692070951048,-101.97988603260464,-0.11409327529166179,-18.15343596664601,-141.56945738964754,3.1445234e-07,-101.97988603260464,38.47561,7000,54.364662,0.9999994,0.5970953363590811,1.870537,0.0005095938482462427,0.0006808464306738404,-167.84663,24.630830731999595,59.915710191999096,54.600033252747494,1.0044685001456506,1.002768558354872,0.18296358503577603,-46.88071,90.09936,0.26281274927477766,0.3001650721019535,-0.5098994301630233,48.986378,0.9429856344252161,-5.4141493,0.7242882945664393,-1.0,5,20,0.14811152479495118,4.115044805345381,38.47561,301,-0.09009907050997093,7000,-1.0,0.0082827850128524,30,200.0,301,-167.38588280308795,0.9604047604106517,0.8939227767738501,-0.9223773038194413,-168.96797,0.6866932975101745,0.3001650721019535,0.45409119489022076,0.21012124,16,-46.619453,-1.0089569677848529,6.1364176e-07,99,1200.459721327119,49.235363,1.0,-49.189487,0.11407957,0.02103730500675738,39.36122,-5.4918065,284,0.96398383,-1.0,302.72314,0.9586950800414678,1.0038439332963693,0.26433553952568284,0.25210634799237364,1.0,114.25530647602864
2.3166795e-06,0.30997239223498335,-5.2844496,0.9603664490409242,0.011574150004889816,-171.65674,0.30997239223498335,1.2319887,-171.54848366688532,4,205.8206902279635,289.1764705882353,53.976846888272384,-160.4781061471193,0.9597402793812897,1.0,-204.62268386904873,1.004341759125306,0.18649212085786698,34062,2.260702,0.10233405083227591,0.7002183169753764,32.75571955197556,-0.5932311274078621,-146.51890236187054,-0.09608288394787837,-132.26785954344032,-76.98219931964157,2.0780499e-07,-146.51890236187054,0.56946844,8000,50.518246,0.74535555,0.5235813931619517,11.430623,0.0009461238293661519,0.0006059733535332402,-172.92674,23.797822936961893,68.32780205301242,12.939344188186553,1.004341759125306,1.0014673419452285,0.18019489609766107,-51.347378,1.2304403,0.25823994787246174,0.25786199262752757,-0.5860756094474823,50.955105,0.744296250975297,-4.894492,0.7488397203862889,-1.0,6,174,0.6386014452627886,47.294117647058826,0.56946844,301,-0.06649280724183908,8000,-1.0,0.008877075975760818,34,250.0,301,-171.54848366688532,0.9603664490409242,0.719192338519561,-0.922303716443474,-171.3661,0.7424932984919237,0.25786199262752757,0.467639650545981,1.2319888,17,-52.121407,-1.0087023691229144,0.66666573,116,1406.2870085310424,50.305367,1.0,-51.684193,0.3982397,0.018103373993653804,48.69318,-3.874529,100,0.8814726,-1.0,8.035965,0.9588594423754242,1.0034695016521558,0.2487945800366485,0.18752606112815395,1.0,113.65651063801488
3.5332423e-06,0.2766249399445388,-4.240379,0.9603215016337766,0.017514436971396208,-170.28001,0.2766249399445388,1.2257134,-171.4999490982115,4,203.6288190089981,295.75,72.06247289678588,-176.17835514147316,0.9599617645151348,1.0,-200.8101567488182,1.004341557388436,0.1672430839797938,38794,2.060332,0.10528388133786164,0.6487597596926631,25.632099697464028,-0.579881484693868,-143.40229573507594,-0.0765213573993197,-102.09185885834478,-118.019640168047,2.9206276e-06,-143.40229573507594,0.81875193,9000,50.527702,0.74535596,0.511461244831514,13.449853,0.0007286886997385952,0.00034044985570677924,-171.17548,24.149790959025268,66.12474320502952,28.429371167230364,1.004341557388436,1.0017090026606663,0.18816312752091863,-56.550247,1.1619,0.26422783777252556,0.34884443535467896,-0.5736091829403037,50.78249,0.7945266667783011,-4.480399,0.7378862528434952,-1.0,7,127,0.6404278948535341,20.33316256758894,0.81875193,301,-0.12169244007792479,9000,-1.0,0.007946647005155683,38,250.0,301,-171.4999490982115,0.9603215016337766,0.7182644710797352,-0.9222173865001516,-170.74792,0.7386737668289238,0.34884443535467896,0.45159650309583543,1.2257134,16,-57.386765,-1.008701963897429,0.6666667,132,1609.9213825410698,50.479233,1.0,-56.67661,0.4305853,0.02758777199778706,53.410465,-4.1162577,217,0.89603055,-1.0,7.039016,0.9595700864093881,1.0034328242997663,0.23449521813364194,0.17486019452819387,1.0,113.30123598896898
3.2625721e-06,0.3109463835403042,-0.21868205,0.9603167344145128,0.023793132044374943,-159.7202,0.3109463835403042,76.6156,-170.79722985402393,5,204.0204259569873,285.2352941176471,124.25135814147063,-185.0141997432497,0.9599520030283355,1.0,-203.9139231193471,1.0043419469667556,0.1494448957996684,43643,854.4604,0.14321742359464243,0.9457639978988461,40.298808446704804,-0.5987941652956087,-121.80904216613246,-0.09668765343679395,-26.395949482307877,-31.42514819761431,1.2471364e-06,-121.80904216613246,77.84991,10000,48.501957,0.74535596,0.6442818358961216,9717.758,0.00044164239232996795,0.00037196443000261464,-159.71198,21.590207729954273,68.25749809102854,66.47224106693425,1.0043419469667556,1.003071457424552,0.17773846213007513,-68.60906,868.78204,0.2562723191718008,0.4676345333858749,-0.6090452108306624,48.82216,0.9146077837248202,-4.9754024,0.7531289427284311,-1.0,8,30,0.639745242337212,63.05882352941177,77.84991,301,-0.21868205681502495,10000,-1.0,0.012703889980912209,43,200.0,301,-170.79722985402393,0.9603167344145128,0.718456095135945,-0.922208230396554,-159.33456,0.7659709093366984,0.4676345333858749,0.4817985498232999,76.61561,17,-68.44963,-1.0087027464369733,0.6666667,149,1813.9501525310916,48.45482,1.0,-68.6286,0.47272182,0.042450647975783795,65.55759,-5.066859,33,0.8786174,-1.0,9880.684,0.959384091537315,1.0037947191460663,0.22057596774084817,0.20204319399405998,1.0,114.09377246600343
4.929083e-06,0.27160261229319105,-0.07317174,0.9602775492963124,0.014040568028576672,-168.16077,0.27160261229319105,7.88528,-172.36606749057123,4,204.47825501294574,292.11764705882354,56.68774117920029,-185.56333297877876,0.9599189752702708,1.0,-203.43949505986654,1.0043415864468763,0.1265536332096646,48609,109.0715,0.10878935780996962,0.6728436382210642,28.593182734653876,-0.5900570171847987,-158.91139674386622,-0.07376797900448545,-120.2437897327023,-109.05196052996769,1.4377816e-05,-158.91139674386622,7.5023346,11000,48.30646,0.74535567,0.5790681066551946,1746.7922,0.00045656189180776383,0.0003566558249193558,-167.92519,20.30060198396677,68.38909277098719,26.193401727715237,1.0043415864468763,1.0031110958873932,0.18993160297030742,-71.97349,109.08671,0.2666582678990053,0.47371616471954,-0.6356455869754646,48.513294,0.7142723052958503,-5.5453053,0.744300344872907,-1.0,9,164,0.6409987213501493,35.529411764705884,7.502335,301,-0.22440700471659034,11000,-1.0,0.007020185003057122,47,250.0,301,-172.36606749057123,0.9602775492963124,0.7177081997330668,-0.9221329716825316,-168.69322,0.7871656527675088,0.47371616471954,0.4600371727523837,7.885281,17,-72.02915,-1.0087020222666283,0.66666603,166,2018.4365498180268,48.29021,1.0,-72.05522,0.47926807,0.022280320001300424,70.45804,-5.6237035,150,0.8775121,-1.0,1746.5145,0.9595449728513131,1.0038215991913115,0.19128717593516614,0.08861208521185668,1.0,115.74521918495884
